StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q79,Q8_Browser,Q8_Version,Q8_Operating System,Q8_Resolution,Q9,Q10,Q11,Q12,Q14,Q15,Q15_6_TEXT,Q16,Q16_4_TEXT,Q17,Q17_8_TEXT,SBSOD_1_1,SBSOD_2_1,SBSOD_3_1,SBSOD_4_1,SBSOD_5_1,SBSOD_6_1,SBSOD_7_1,SBSOD_8_1,SBSOD_9_1,SBSOD_10_1,SBSOD_11_1,SBSOD_12_1,SBSOD_13_1,SBSOD_14_1,SBSOD_15_1,VVIQ_1_Open_1,VVIQ_2_Open_1,VVIQ_3_Open_1,VVIQ_4_Open_1,VVIQ_5_Open_1,VVIQ_6_Open_1,VVIQ_7_Open_1,VVIQ_8_Open_1,VVIQ_9_Open_1,VVIQ_10_Open_1,VVIQ_11_Open_1,VVIQ_12_Open_1,VVIQ_13_Open_1,VVIQ_14_Open_1,VVIQ_15_Open_1,VVIQ_16_Open_1,VVIQ_1_Closed_1,VVIQ_2_Closed_1,VVIQ_3_Closed_1,VVIQ_4_Closed_1,VVIQ_5_Closed_1,VVIQ_6_Closed_1,VVIQ_7_Closed_1,VVIQ_8_Closed_1,VVIQ_9_Closed_1,VVIQ_10_Closed_1,VVIQ_11_Closed_1,VVIQ_12_Closed_1,VVIQ_13_Closed_1,VVIQ_14_Closed_1,VVIQ_15_Closed_1,VVIQ_16_Closed_1,Q95,id
2020-10-30 12:52:20,2020-10-30 12:53:35,IP Address,128.227.137.195,97,74,False,2020-11-06 11:53:35,R_AcvCHPFru1aduZr,,,,,,,anonymous,EN,,Chrome,86.0.4240.111,Windows NT 10.0,1920x1080,13,13,english,right,male,woman,,heterosexual,,pacific-islander,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,,12345
2020-10-30 13:10:15,2020-10-30 15:25:05,IP Address,66.103.9.148,97,8090,False,2020-11-06 14:25:24,R_27NVxipn02W4or9,,,,,,,anonymous,EN,,Chrome,86.0.4240.111,Macintosh,1440x900,20,14,english,right,female,woman,,heterosexual,,asian,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,,42978
2020-11-06 15:37:53,2020-11-06 16:22:59,IP Address,98.190.168.13,100,2705,True,2020-11-06 16:22:59,R_WprC0P7qnZvcnyF,,,,,29.646697998046875,-82.328399658203125,anonymous,EN,,Chrome,86.0.4240.111,Macintosh,1280x800,19,13,english,right,female,woman,,heterosexual,,"white,other",Middle eastern descent,Somewhat agree,Somewhat disagree,Agree,Agree,Neutral,Somewhat agree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Somewhat disagree,Agree,Somewhat disagree,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,ufbold5000,44020
2020-11-06 16:41:26,2020-11-06 17:09:41,IP Address,184.88.236.89,100,1694,True,2020-11-06 17:09:41,R_3irihvIri1K4Jnn,,,,,28.529998779296875,-81.4806976318359375,anonymous,EN,,Chrome,86.0.4240.183,Windows NT 10.0,1368x912,18,12,english,right,female,woman,,heterosexual,,asian,,Disagree,Agree,Somewhat disagree,Somewhat disagree,Disagree,Agree,Disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,ufbold5000,43851
2020-11-07 10:51:02,2020-11-07 11:17:16,IP Address,68.205.122.216,100,1574,True,2020-11-07 11:17:17,R_1MQY4uaTUPtWRvs,,,,,28.65289306640625,-81.210601806640625,anonymous,EN,,Safari,14.0,Macintosh,1440x900,18,12,english,right,female,woman,,heterosexual,,"asian,white",,Strongly agree,Disagree,Strongly agree,Strongly agree,Neutral,Disagree,Neutral,Strongly disagree,Agree,Strongly disagree,Neutral,Strongly disagree,Disagree,Agree,Disagree,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,44124
2020-11-08 07:27:34,2020-11-08 07:43:33,IP Address,73.56.59.45,100,958,True,2020-11-08 07:43:33,R_3Ic3JjpnINZzqsV,,,,,26.125,-80.266998291015625,anonymous,EN,,Chrome,86.0.4240.183,Windows NT 10.0,1707x960,18,12,english,not right,male,man,,heterosexual,,"hisp,white",,Agree,Somewhat disagree,Agree,Agree,Disagree,Somewhat disagree,Neutral,Disagree,Somewhat agree,Disagree,Disagree,Strongly disagree,Neutral,Somewhat agree,Somewhat disagree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Vague and dim,Moderate clear and vivd,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,ufbold5000,44218
2020-11-02 21:42:24,2020-11-02 21:42:42,IP Address,66.103.9.148,4,17,False,2020-11-09 21:42:48,R_1guRrx6CjSj1Mpf,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42978
2020-11-02 21:43:29,2020-11-02 21:57:41,IP Address,66.103.9.148,97,852,False,2020-11-09 21:58:04,R_Dla49qXqOhf5sR3,,,,,,,anonymous,EN,,Chrome,86.0.4240.111,Macintosh,1440x900,20,14,english,right,female,woman,,heterosexual,,asian,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,,42978
2020-11-10 16:38:16,2020-11-10 17:01:32,IP Address,184.185.222.14,100,1396,True,2020-11-10 17:01:33,R_2BaNHqnSjns1uQr,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,,Edge,86.0.622.63,Windows NT 10.0,1368x912,22,15,english,right,male,man,,heterosexual,,"black/afri-amer,white",,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Neutral,Somewhat disagree,Neutral,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neutral,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,"No image at all, you only ""know"" that you are thinking of an object",Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,ufbold5000,44474
2020-11-03 17:21:21,2020-11-03 17:38:00,IP Address,24.136.63.16,99,999,False,2020-11-10 17:38:01,R_3qsxwQt5Hq96bLf,,,,,,,anonymous,EN,,Safari,12.1.1,Macintosh,1440x900,19,13,not english,not right,female,woman,,heterosexual,,asian,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat agree,Neutral,Disagree,Neutral,Somewhat disagree,Neutral,Clear and reasonably vivid,Vague and dim,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Vague and dim,Vague and dim,Vague and dim,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,,44529
2020-11-11 01:01:17,2020-11-11 01:21:11,IP Address,76.229.219.176,100,1193,True,2020-11-11 01:21:12,R_21hMeftoPY3M9k1,,,,,30.0955047607421875,-81.7198028564453125,anonymous,EN,,Chrome,86.0.4240.183,Windows NT 10.0,1536x864,19,13,english,right,male,man,,heterosexual,,asian,,Somewhat disagree,Somewhat agree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivd,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,ufbold5000,43858
2020-11-11 06:24:11,2020-11-11 06:40:49,IP Address,174.70.84.125,100,997,True,2020-11-11 06:40:49,R_1cS4cakYdlS8vWo,,,,,29.6959075927734375,-82.40419769287109375,anonymous,EN,,Chrome,86.0.4240.183,Macintosh,1440x900,20,14,english,right,female,woman,,heterosexual,,"hisp,white",,Disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Somewhat agree,Agree,Agree,Disagree,Strongly agree,Neutral,Agree,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,ufbold5000,44313
2020-11-11 11:42:13,2020-11-11 11:42:13,IP Address,98.180.244.39,100,0,True,2020-11-11 11:42:13,R_264M5rN71XxAgpl,,,,,29.70050048828125,-82.3079986572265625,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44350
2020-11-11 11:27:08,2020-11-11 11:44:48,IP Address,128.227.1.43,100,1060,True,2020-11-11 11:44:48,R_eVUnrFenrmKnCdb,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,,Chrome,86.0.4240.183,Macintosh,1440x900,21,14,english,right,male,man,,heterosexual,,white,,Disagree,Disagree,Somewhat agree,Neutral,Somewhat disagree,Agree,Disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Strongly disagree,Neutral,Neutral,Somewhat agree,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivd,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,ufbold5000,44317
2020-11-11 20:10:58,2020-11-11 20:50:54,IP Address,73.224.179.142,100,2395,True,2020-11-11 20:50:54,R_1FIK32vnPh6lOMN,,,,,30.0955047607421875,-81.7198028564453125,anonymous,EN,,Chrome,86.0.4240.183,Macintosh,1440x900,18,12,english,right,female,do not wish to say,,homosexual,,white,,Somewhat agree,Neutral,Agree,Somewhat disagree,Disagree,Somewhat agree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Agree,Strongly disagree,Somewhat agree,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,ufbold5000,44542
2020-11-12 11:04:29,2020-11-12 11:36:51,IP Address,45.21.173.114,100,1941,True,2020-11-12 11:36:51,R_2v6yvVTA4bPGlGm,,,,,25.76409912109375,-80.27020263671875,anonymous,EN,,Chrome,86.0.4240.80,Macintosh,1440x900,18,13,english,right,female,woman,,heterosexual,,hisp,,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Disagree,Neutral,Somewhat agree,Disagree,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,ufbold5000,43899
2020-11-12 11:30:30,2020-11-12 11:49:16,IP Address,66.231.143.229,100,1125,True,2020-11-12 11:49:16,R_08svLyKy0k3BoPL,,,,,29.6824951171875,-82.36060333251953125,anonymous,EN,,Edge,86.0.622.63,Windows NT 10.0,1536x864,20,15,english,right,female,woman,,heterosexual,,white,,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Neutral,Disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Agree,Disagree,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,43992
2020-11-12 10:52:35,2020-11-12 11:50:06,IP Address,128.227.1.40,100,3450,True,2020-11-12 11:50:06,R_1fZUFsNm8ZZsWqT,,,,,29.646697998046875,-82.328399658203125,anonymous,EN,,Safari,13.1.1,Macintosh,1440x900,18,12,english,right,female,woman,,do not wish to say,,white,,Agree,Disagree,Somewhat agree,Agree,Neutral,Somewhat disagree,Neutral,Somewhat disagree,Somewhat agree,Somewhat disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object",Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object",Vague and dim,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object",Moderate clear and vivid,Vague and dim,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object",Moderate clear and vivid,Vague and dim,Vague and dim,Vague and dim,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,ufbold5000,43965
2020-11-12 12:12:19,2020-11-12 12:27:28,IP Address,66.231.135.113,100,909,True,2020-11-12 12:27:28,R_2uDtGVqSL9iqlWx,,,,,29.646697998046875,-82.328399658203125,anonymous,EN,,Chrome,85.0.4183.121,Macintosh,1680x1050,22,13,english,not right,female,woman,,heterosexual,,white,,Strongly agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Somewhat disagree,Disagree,Disagree,Disagree,Agree,Disagree,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,ufbold5000,44513
